id,title,likes,views,engagement_rate,log_likes
7906,# song green print # I am not suffering from a disease name for long love should yuan finally gave Yan faded out of the gas,34000,1200000,0.02833,4.5315
7907,how many kinds of Fang Zhounan giant? 🤔 # ArksurviveEvolution # game,12000,296827,0.04043,4.0792
7908,[MC] This feature is also so outrageous that Newton fanned a Wolf straight away #minectaft# Myworldanimation # Myworldfunny,81000,1429000,0.05668,4.9085
7909,announced a big thing,20000,728246,0.02746,4.3011
7910,Meng Tian tears goodbye to Skinless village # King Glory # Skinless village # Meng Tian,46000,657257,0.06999,4.6628
7911,Mini World: All-Purpose Honey Cubes! I started with black powder bullying and ended up working my ass off teaching him how to be a man,26000,1093451,0.02378,4.415
7912,Curtis took the opportunity to do a bad thing ~~# leaves push man # carefree animal world seed farm life cub # comic commentary,10000,282000,0.03546,4.0
7913,wake up,42000,1052000,0.03992,4.6233
7914,small day,27000,829000,0.03257,4.4314
7915,# devil lover Wei Komori committed suicide!,97000,2962000,0.03275,4.9868
7916,Amador develops a time travel machine! One ready to cross the Conquest of Ninju! # Naruto # Haruhi Strike # Hiroto Inspired,21000,607000,0.0346,4.3222
7917,I hope you're in a better mood ~# Midsummer Fantasy # Primordia # Cute,14000,126000,0.11111,4.1462
7918,forever classic # Dream of Red Mansions # Vain congeal brow # guitar teaching,12000,653000,0.01838,4.0792
7919,the fans I met this time really collapsed ah # Call of Duty mobile game #CODM spirit cage linkage # game summer garden season,64000,972511,0.06581,4.8062
7920,# Glory Firefly plan # game summer garden season # Han Xin anti-wild teaching Han Xin how to play? Not the butcher 🙄,124000,2977542,0.04165,5.0934
7921,sending this wedding ring in the most romantic and special way also witnessed the happiest moment # Honey Boo Boo makes Yaoyao happy # Wish every girl can marry love # send wedding ring,609000,8023000,0.07591,5.7846
7922,he was a genius boy,38000,893000,0.04255,4.5798
7923,# original God # clock from the likes of comments collection 3.0 clock from the reprint your guarantee all crooked my body!,21000,128000,0.16406,4.3222
7924,rather than win or lose,12000,258000,0.04651,4.0792
7925,please stay absolutely calm,36000,1343513,0.0268,4.5563
7926,Ye with little prince out of the city by the black men to kill,12000,1365731,0.00879,4.0792
7927,there is the holy one this ability is simply too good # animation clip # fast hand power,13000,331595,0.0392,4.114
7928,# Hope to fire # Liu Haocun,12000,611887,0.01961,4.0792
7929,Love letter = Trap? I want to get fat! Burn Ah My Calories Episode 6 # Sound Comic Commentary # Comic Recommendations # Dong Long Drawing,76000,2309000,0.03291,4.8808
7930,Buy melon? Keep cooked # solo game #iwanna # Big Punch Face live,24000,694287,0.03457,4.3802
7931,dream of good material,23000,532856,0.04316,4.3617
7932,he is a ruthless imperial prince,19000,359000,0.05292,4.2788
7933,chorus into the whole network boom,47000,432000,0.1088,4.6721
7934,Kawasaki H2R linear acceleration compared F16 fighter jet with F1 car,38000,1417000,0.02682,4.5798
7935,18 year old Xie Xichen likes 28 year old Ju Jingyi # Ju Jingyi # love emergency # stretch drag,128000,1295000,0.09884,5.1072
7936,Nalan Red jade set up the Justice League # sand sculpture animation,12000,292763,0.04099,4.0792
7937,grandma and grandpa like to play games,27000,3285000,0.00822,4.4314
7938,the girl traverses the plot,12000,564000,0.02128,4.0792
7939,how to block the search of eight feet adults tonight? # GhostFest,52000,978000,0.05317,4.716
7940,Original God,13000,216000,0.06019,4.114
7941,God Hao Fu Shi Yan,81000,1690258,0.04792,4.9085
7942,remember history,34000,229000,0.14847,4.5315
7943,come and play with Daji,11000,153000,0.0719,4.0414
7944,Canaan College strong cloud,17000,681000,0.02496,4.2305
7945,just pulled out of the sea of Dubai container,67000,3370000,0.01988,4.8261
7946,the first episode || I can't think of Zhang Ruochen the first time to see his fiancee without wearing underwear burped farts # comic # Two yuan # charging plan,10000,84000,0.11905,4.0
7947,young man in the middle of the night to explore the strange tomb,34000,971000,0.03502,4.5315
7948,# Period-dressed Ladies Group See if there are any characters from your memories,190000,1426000,0.13324,5.2788
7949,Confinement Survival 37: Made two hats for my little pet,59000,1947630,0.03029,4.7709
7950,people in the womb 75: Stone three take care of the heart # sand sculpture animation # Xiuxian animation # original animation,39000,1221000,0.03194,4.5911
7951,after breaking up,46000,877000,0.05245,4.6628
7952,[repair spiral pill & three endure goodbye article 5] Class hand this time to play big,77000,1872000,0.04113,4.8865
7953,Deep Sea Trek 24 I got the shrimp back,19000,503000,0.03777,4.2788
7954,[rubber stamp carving] It's just that you happen to be the guy I like. Fan contribution True story #2022 Photosynthesis Creators Conference # Rubber Stamp # Fan Contribution True story,117000,1251000,0.09353,5.0682
7955,Yang Guo and Little dragon girl escaped from the tomb,24000,2003162,0.01198,4.3802
7956,# Naruto mobile game # Next meal operation # Game daily Have you ever heard of Honey Boo Boo Attack,38000,338000,0.11243,4.5798
7957,the queen mother gave birth,36000,775058,0.04645,4.5563
7958,learn physics to navigate the Mediterranean # Machinist 2 resurrection # Machinist,24000,354000,0.0678,4.3802
7959,episode 3: King,70000,1523009,0.04596,4.8451
7960,may your eyes and eyes as before,169000,10181000,0.0166,5.2279
7961,# Qixin # Times Youth Group director in order to make them sound how hard,332000,2086041,0.15915,5.5211
7962,look back a smile hundred Mei Sheng # hot water water,65000,760000,0.08553,4.8129
7963,# King Glory # Xumi # Original God New characters They insult the art of WAR!!,123000,2059000,0.05974,5.0899
7964,# Cheng Someone Lanky Weirdo 1,22000,776703,0.02832,4.3424
7965,what?! Five backs!! ? #CSGO #CSGO Van Star Camp # Games,24000,423460,0.05668,4.3802
7966,the local snake beat people in the street,52000,5205275,0.00999,4.716
7967,we have the youth,173000,1491000,0.11603,5.238
7968,Yang Jian did not operate? # swim cute # national service Yang Jian # Swim cute fast hand creator call plan,13000,712000,0.01826,4.114
7969,in front of Diao Cicada,10000,689000,0.01451,4.0
7970,born sweet sister: 40 years old Xue Kaiqi girl feeling full,30000,551000,0.05445,4.4771
7971,the husband's New Year is hot,170000,5518017,0.03081,5.2305
7972,Sakura Campus Simulator; Funny peek-a-boo,25000,879000,0.02844,4.398
7973,a surprising and unexpected journey that allows Dracula,12000,453889,0.02644,4.0792
7974,Mecha suit tights,66000,1416000,0.04661,4.8196
7975,the nineteenth episode # sand sculpture animation # Xiuxian animation # Xiuxian novel,13000,273000,0.04762,4.114
7976,do not understand to ask,40000,1059000,0.03777,4.6021
7977,# Sun Shangxiang rap new skin and theme song will be on the line,253000,4380986,0.05775,5.4031
7978,The feast after the return of the Pyramids! Zebra,74000,2334000,0.03171,4.8692
7979,the second round of the war between man and God Zeus vs. Adam finally ended in Zeus! # Anime # Anime commentary # Valkyries at the end,22000,1508000,0.01459,4.3424
7980,Man's Dream Car# Audi R8,141000,1580000,0.08924,5.1492
7981,# high quality learning video # learning motivational video #timimg ys,61000,407000,0.14988,4.7853
7982,green tea eats its own evil consequences # all-round AI abuse guide # cartoon commentary #2022 Photosynthesis Creators Conference,40000,734000,0.0545,4.6021
7983,the girl's composition did not write but was praised by the teacher,64000,2603415,0.02458,4.8062
7984,lol! Who would dare hold an ice cream like this? # ice cream # influencer ice cream # ice Cream Assassin,18000,690784,0.02606,4.2553
7985,bear children do wrong mother criticized education cheat her is picked up bear children open to find a mother's road # Korean drama recommended # funny # I am fast to catch up with good drama,41000,1912565,0.02144,4.6128
7986,gray home to find,42000,1886000,0.02227,4.6233
7987,sacrifice flow Athena crazy to send 20 people head,327000,14891098,0.02196,5.5145
7988,the avenue is loose,16000,740384,0.02161,4.2041
7989,no matter how slim the hope,20000,402000,0.04975,4.3011
7990,a very nice English song # drum kit,56000,1517000,0.03691,4.7482
7991,when I was a child,17000,473374,0.03591,4.2305
7992,what if Dave could do martial arts? Dare to play head-to-head with Rigor! # Plantsvs. Zombies # I'm such a bear # Plantsvs. Zombie Rush,11000,104000,0.10577,4.0414
7993,Ji Huang appeared # Fast hand power # Spring strike # like cold light meets hot sun,13000,558000,0.0233,4.114
7994,film and television: bear children skip class does not go to school,14000,539000,0.02597,4.1462
7995,(and was targeted by the ex-boyfriend) double male master pure love (34) Yang Jiali wrote a song for her mother,13000,383000,0.03394,4.114
7996,do you see how that orange is doing? Is it angry?,34000,1142000,0.02977,4.5315
7997,the girl lost weight for her male god,83000,969421,0.08562,4.9191
7998,this is what are the teammates,30000,842000,0.03563,4.4771
7999,Romantic world Ghost warrior # fifth personality,11000,269000,0.04089,4.0414
8000,travel really grow a mind # RV life # road trip # life vlog,25000,1829000,0.01367,4.398
8001,The fat girl who was going to marry Nobita ended up at...... # Doraemon # healing # Emotions,68000,1342637,0.05065,4.8325
8002,the Chinese people do not lack is backbone,49000,2178000,0.0225,4.6902
8003,have you ever seen such a wonderful person,48000,2905847,0.01652,4.6813
8004,ha ha,20000,435851,0.04589,4.3011
8005,fire scale fly is really a veteran ah # fast hand comics power # animation commentary # childhood animation,74000,4384205,0.01688,4.8692
8006,read the original Legend of Zhen Huan,26000,579000,0.04491,4.415
8007,accept fan challenge Day 43: Takeout 100 yuan Wallace,39000,1438350,0.02711,4.5911
8008,let's say Tai Lung,11000,427000,0.02576,4.0414
8009,# I quickly catch up with good drama returnees all the way against men did not expect to be responsible for the leadership of their projects,191000,8923877,0.0214,5.281
8010,Fantastic rescue: four generals who do you like best? What,99000,2160996,0.04581,4.9956
8011,calm,26000,343000,0.0758,4.415
8012,the typical beat can not sell cute,37000,1594000,0.02321,4.5682
8013,these 6 Animation Theme song full of childhood memories,36000,1646000,0.02187,4.5563
8014,# Kuaishou Encyclopedia # Military,42000,2390000,0.01757,4.6233
8015,20 episodes of a good-hearted monk on the surface,16000,635000,0.0252,4.2041
8016,you see you see have you learned # Confident gradual selection,56000,1303891,0.04295,4.7482
8017,# streamwind family Corydalis Court # original God # Assemble it photosynthesis creator novice nightmare: Mond er snow mountain,161000,2534000,0.06354,5.2068
8018,my Amaterasu can't even burn the thread on his bean shoes # Second Star # Naruto # Summer Strike,46000,525000,0.08762,4.6628
8019,homemade super ~~~ long cheese sticks | cream Turkey noodles | chili fried chicken # fried chicken # Turkey noodles # video master super creation month,16000,658000,0.02432,4.2041
8020,no surprise # Super inversion # animation commentary # funny animation,10000,429000,0.02331,4.0
8021,Northeast daughter-in-law with mother-in-law catch up,11000,417000,0.02638,4.0414
8022,《关于陶西嫌弃班小松P图太丑这件事🌚》 #我们的少年时代 #王源 #薛之谦,261000,2609000,0.10004,5.4166
8023,the romantic time of the King of War and Shen Yaner,45000,922713,0.04877,4.6532
8024,episode 2 | lost all the family property,32000,3236403,0.00989,4.5052
8025,# fifth personality # Triplove after the invisible hole I launched the invisible box,25000,499000,0.0501,4.398
8026,30 collection ︱ Who laughed than I also rampant? # Hope can fire # sand sculpture repair fairy animation # summer strike,20000,461000,0.04338,4.3011
8027,he hit this Shangba 😂 # new version of Mutant Teamplay,134000,3592280,0.0373,5.1271
8028,the king has a big game. Who is the fifth general? The wonderful rescue of # Pleasant Goat and Big Big Wolf,21000,832949,0.02521,4.3222
8029,is this really good? Men can live hundreds of years without dying,12000,494308,0.02428,4.0792
8030,those surrogate emissaries that make your blood boil #jojo's amazing adventures # Kira Yoshihiro # Kotojo Seitaro,56000,524000,0.10687,4.7482
8031,# Jason Statham # Mechanic 2 Resurrection # HD 60 frames,11000,1736547,0.00633,4.0414
8032,it's all in my hands! # Peacelitist # Autistic Dust,11000,479334,0.02295,4.0414
8033,episode 58 | Once upon a time brothers turned against each other,17000,1819557,0.00934,4.2305
8034,chili stir-fried beef better way to eat the professional chef to share in the end where is different? Today's chili stir-fried beef,13000,565000,0.02301,4.114
8035,the girl and tiger Wolf snake four fierce beast became partners,15000,345790,0.04338,4.1761
8036,when your girlfriend would rather believe others do not believe in themselves,249000,18302275,0.0136,5.3962
8037,Qingdao guy from worth 10 million to debt,13000,1352419,0.00961,4.114
8038,this is not funny purely to talk about my feelings about the happy start again program no other # old singer's daily,16000,931000,0.01719,4.2041
8039,the youth watergate appeared for the first time as expected,20000,772522,0.02589,4.3011
8040,sweet dreams with you! Scheming lion to achieve! ? # Quadratic # Comics # quick-look comics,20000,432000,0.0463,4.3011
8041,tell me how he flew up here... # Funny dubbing Silly # Parkour,168000,4483917,0.03747,5.2253
8042,Brother Yang Jian,45000,675000,0.06667,4.6532
8043,a flash of children have opened their eyes # pet Liyun community,22000,503000,0.04374,4.3424
8044,the mother fell in love with her daughter's boyfriend,232000,6482000,0.03579,5.3655
8045,I look ha goddess I easy to me! Qingcheng Hehuang home # funny video constantly every day # Qinghai a guest film and television,13000,550000,0.02364,4.114
8046,after I disappeared,36000,326000,0.11043,4.5563
8047,play pretty flower # new # animation,14000,149000,0.09396,4.1462
8048,Guan Yu can't beat Charlotte? Well,108000,1852000,0.05832,5.0334
8049,what is Zhen Huan? Just a few days more than 10 million views,304000,3096000,0.09819,5.4829
8050,how is this feather so strong # Li Xin # Set it photosynthesis creator,29000,626000,0.04633,4.4624
8051,I hope these two lock up. # Kinghonor couple # KingHonor Hot # Aquaman,85000,1858000,0.04575,4.9294
8052,# pancakes play script kill addiction adults dish for the first time play script kill Song total pancakes will get the murderer role,11000,558845,0.01968,4.0414
8053,heartbeat sound # One Piece # Luffy,42000,402000,0.10448,4.6233
8054,Episode 68,10000,256000,0.03906,4.0
8055,# movie Manshu Shahua give up everything for love,799000,26896850,0.02971,5.9025
8056,Milady six new skin,161000,2390000,0.06736,5.2068
8057,Bo man: The original spiral pills of my father and I are just nine tails # flag wood Kakashi # like Hokage we are friends # Whirlpool Naruto,20000,505000,0.0396,4.3011
8058,# Concave world # This song has an inescapable sense of destiny Destiny,148000,1039000,0.14244,5.1703
8059,Xiao Xiang crazy,14000,518000,0.02703,4.1462
8060,mysterious Arsenal,300000,5998000,0.05002,5.4771
8061,who can resist getting up in the morning to watch an episode of Boonie Bears # Summersmash # Beonie Monsters Project 2,154000,3723696,0.04136,5.1875
8062,the toughest NASCAR # NASCAR # Do not imitate dangerous moves,11000,630000,0.01746,4.0414
8063,a family of three to the car as a home,13000,1749880,0.00743,4.114
8064,the gorgeous treasure box here you must not have taken the dawn of a thousand roses # Original God # Original God Guide,37000,232000,0.15948,4.5682
8065,fortunately there are three aunts ~# fast hand film and television new hot plan # Star Han brilliant,26000,741000,0.03509,4.415
8066,Total War Simulator: Challenge to make the most accurate Moonlight Knight! It's amazing! # Total War Simulator,11000,326000,0.03374,4.0414
8067,beauty,59000,2263000,0.02607,4.7709
8068,# fighting to break the sky animation cloud edge: resurrection,37000,946000,0.03911,4.5682
8069,Doraemon: Xiao Fu should despise grandma's words,12000,456652,0.02628,4.0792
8070,3 tricks to make your Luban feel completely transformed # King of Glory # Games Everyday # games,157000,2246442,0.06989,5.1959
8071,Sun red and black list! Late but there! I'm coming! From here is enough!! # goodies share # Sunblock # girlhood,63000,1331000,0.04733,4.7993
8072,About a Coworker Borrowing Money # content too real # sand sculpture,28000,688000,0.0407,4.4472
8073,# Bygone Childlike innocence Thank you brothers! # KingsRace,45000,695000,0.06475,4.6532
8074,so guys,18000,392789,0.04583,4.2553
8075,the old six brine eggs: trolls trampoline Yin people engage in mentality,63000,2966775,0.02124,4.7993
8076,# Pigpigman of the light guardian count all the forms of Shenmu ape,11000,421247,0.02611,4.0414
8077,# fast film 10 seconds intelligent film # summer film # Fast hand film and television new hot plan salesman with a mouth,73000,6682246,0.01092,4.8633
8078,# classmates 200 million years old # I am in fast hands to catch up with good drama # film commentary,37000,1535338,0.0241,4.5682
8079,No one's watching? Let's do the whole thing,11000,182000,0.06044,4.0414
8080,Are you fucking awesome? Take you #MLP team #AJ Clippers #ZZH Clippers,12000,88000,0.13636,4.0792
8081,island does not score points even if also called four God of war brother partnership real me # peace elite # God of war # second beginning,62000,1486640,0.0417,4.7924
8082,if MC has a segment,16000,252786,0.06329,4.2041
8083,the devil disguised to track the little boy does not know that the little boy is an old six # Ghazi # I in the fast hand to chase good drama,85000,13410524,0.00634,4.9294
8084,a wretched middle-aged man turn over plan! Spanish high score suspense: # End of the tunnel,52000,3124317,0.01664,4.716
8085,thank you babies for your company ❤ Good evening everyone!!,33000,1498000,0.02203,4.5185
8086,live footage. That's my snipe!,23000,1204608,0.01909,4.3617
8087,the woman through their unremitting efforts finally famous,10000,1331994,0.00751,4.0
8088,good love Lingxiao # I in fast hands to catch up with good drama # in the name of family,13000,665366,0.01954,4.114
8089,Marvel group pet Groot,34000,548278,0.06201,4.5315
8090,drunkenly scold the boss for a while,38000,2671000,0.01423,4.5798
8091,three leprechaun tied old Han Xiaowei to brother design and install intersection well,18000,679000,0.02651,4.2553
8092,people do not blame the uneven road,44000,4222739,0.01042,4.6435
8093,hey hey # Peace elite,90000,1088814,0.08266,4.9542
8094,Plants vs. Zombies: Five Elite warriors strike,24000,336037,0.07142,4.3802
8095,The video is long,113000,2551000,0.0443,5.0531
8096,# GameVanstar Project Who is it anyway? Just tell me,24000,300000,0.08,4.3802
8097,# assemble it photosynthesis creator eighteen year old girl,19000,2191000,0.00867,4.2788
8098,#2022 Photosynthesis Creators Conference Who can refuse a delicious pork belly? Fragrant confused ~ quickly let the object start it!,17000,292000,0.05822,4.2305
8099,have to chat,51000,1636000,0.03117,4.7076
8100,full human! Have you evolved today? A pigeon opens his mouth and becomes a fine one! # superhumans # funny videos # red-eye effects,52000,831000,0.06258,4.716
8101,She is a thief,79000,741000,0.10661,4.8976
8102,these two cops have been laughing for how many years you say # Mermaids # Deng Chao,40000,1936011,0.02066,4.6021
8103,although I ate super spicy bowl chicken ~ but it seems as if I can't meet 🤭 or want to dazz hot pot again ~ ~ ~ # Sichuan-Chongqing hardcore eating and drinking guide # bowl chicken # fast gourmet,15000,720484,0.02082,4.1761
8104,I think the sea breeze can also blow away all the troubles. Sunset is gentle sea is romantic. # indoor Oriental Obsidian # Li Xiaoyao,324000,10250000,0.03161,5.5105
8105,pheasant is also very panicked # pheasant # confused boy,62000,820000,0.07561,4.7924
8106,tears! Every time the little boy is sad,19000,1501000,0.01266,4.2788
8107,the wonderful video,10000,631000,0.01585,4.0
8108,girl infected with deadly virus,14000,656000,0.02134,4.1462
8109,different countries fancy demolition chimney,278000,19339000,0.01438,5.444
8110,where dreams begin # beardboonie # childhood classic cartoons,39000,735000,0.05306,4.5911
8111,# Summer Smash # Hot with Quickshadow # Naruto,80000,1954667,0.04093,4.9031
8112,# Terminator Dark Destiny # Terminator # HD 60 FPS,13000,2832000,0.00459,4.114
8113,Shen Youchu's heart seems to have slowly begun to change,53000,903000,0.05869,4.7243
8114,# kiwifruit good drama must see # the best we wish all the good and expectations can come as expected!,27000,828000,0.03261,4.4314
8115,Han Xiaoxin Han Xin 'brush economy' play professional commentary,83000,5055000,0.01642,4.9191
8116,fans: Who am I? Where am I? What am I doing? # Jennies,69000,1268193,0.05441,4.8389
8117,Mrs. M,67000,533000,0.1257,4.8261
8118,# Otherworld Drug Agency # SummerStrike,20000,321000,0.06231,4.3011
8119,f If it doesn't get any better,66000,470000,0.14043,4.8196
8120,Gobao Warlord battle Demon Demon King,11000,386785,0.02844,4.0414
8121,[original God whole life] a fight: Traveler you do not put me as two arms! # Original God whole life # drought dream hide Yuyuan # video master super creation month,15000,218000,0.06881,4.1761
8122,the Chinese boy and two foreign beauties together to survive in the wilderness,22000,3229000,0.00681,4.3424
8123,Call of Duty: 2077 Cyber 2 Yuan! # CallofDuty Warzone,18000,214000,0.08411,4.2553
8124,did you know there are several states of wild fishing underwater? Can you tune in? # Fishing tips # Fishing technique Fishing method,16000,461715,0.03465,4.2041
8125,what's this thief's job,144000,17380903,0.00828,5.1584
8126,do whatever you want is frivolous defense is sad later mature when folk prescription # daily song # Muma city # fast hand music hall,39000,1121977,0.03476,4.5911
8127,# Summer storm genius just want to prove himself,29000,1800009,0.01611,4.4624
8128,this fox is so good at # Summerstrike,52000,436353,0.11917,4.716
8129,Sakura Campus Simulator: Funny Peekaboo Contest! Which player will win the King of Ollie? # Sakura-School Campus Simulator # Scary Peekaboo 2 # Nuomi Little Glutinous Rice Cake,13000,511593,0.02541,4.114
8130,Old Father's first racquet performance is over ~ How was it? Is that a good move? # Tu Lei # Parent-child # graduation season,23000,1266000,0.01817,4.3617
8131,the arrow pierced the stray cat's body,544000,8872000,0.06132,5.7356
8132,there is a friend called Xiaoxin # I am watching animation # Crayon Xiaoxin,18000,508000,0.03543,4.2553
8133,the man brought a piece of no one wants the wool belly,12000,742504,0.01616,4.0792
8134,the plutocrat mother found her long-lost daughter,188000,5288767,0.03555,5.2742
8135,undercover policewoman flower in order to get the trust of drug dealers,12000,1826000,0.00657,4.0792
8136,Peach Adrio 59: Peach uses a flying energy sword to send the island # Mini-world # mini-world to survive,12000,306569,0.03914,4.0792
8137,# original fire more,15000,424621,0.03533,4.1761
8138,it is true that it is the daughter of the captain of the special police,72000,3876006,0.01858,4.8573
8139,# About this work # Sakura campus simulator # do not limit streaming ah,182000,4116000,0.04422,5.2601
8140,accept the fan challenge Day 29: What is the experience of selling a Luosifen and adding 2 pounds of sour bamboo shoots? (1) # gastronomy,39000,2242000,0.0174,4.5911
8141,# Black and White Forbidden Zone #2022 Photosynthetic Creators Conference # Fast Hands Recommender,34000,5071015,0.0067,4.5315
8142,Exhorted by Seven companies,37000,456072,0.08113,4.5682
8143,picked up a delicate small box in the pile of junk,10000,1163963,0.00859,4.0
8144,gun core in the field to cook noodles to eat,15000,403550,0.03717,4.1761
8145,What exactly does The Shawshank Redemption redeem 3/3# Fast Entertainment StarShine Project # 7 # Fast Screening Room # High Burning Good Season,183000,8874000,0.02062,5.2625
8146,in ancient times,54000,6179530,0.00874,4.7324
8147,the difference in the star's diet,31000,1543000,0.02009,4.4914
8148,# fast hand play fine when the instant noodles open way,36000,1100058,0.03273,4.5563
8149,yes James no tech # James # Energy Storage # Basketball New Generation,147000,882000,0.16667,5.1673
8150,# Biker # Yamaha R6 # Shot in safe conditions through the sister bend is a good look,87000,681000,0.12775,4.9395
8151,Taiwan's # night market steak is really good # street steak # food recommendation,22000,842000,0.02613,4.3424
8152,this is a round of submission from a friend. Would you like me to come back and see if there are any problems? Little partners to see if they have the same problem with their own # national service Gongsun away,11000,187000,0.05882,4.0414
8153,light and dark choice,33000,713000,0.04628,4.5185
8154,girl underestimates adoptive father,31000,697000,0.04448,4.4914
8155,Sue: Here comes the Flying Stick!,94000,1826485,0.05146,4.9731
8156,Obu and Ax fight together to defeat Dayabric. Which Ultraman helps Obu defeat Talkoin? # Ultraman # Changehands Beambeamers,16000,761104,0.02102,4.2041
8157,Costume player: Captive sheep suddenly group taunts me # Myworld # Whole life # funny,20000,384077,0.05207,4.3011
8158,the difference between dad and mom to find their own daughter # because of meeting you # super good-looking TV series because of meeting you recommended to the big fast film clip # fast film new hot plan,11000,781045,0.01408,4.0414
8159,happiness is very simple,49000,1805150,0.02714,4.6902
8160,I want to become a dragon # Naruto mobile game # Naruto,50000,554000,0.09025,4.699
8161,critical moment,47000,1367000,0.03438,4.6721
8162,680,13000,1564300,0.00831,4.114
8163,national service Marco's self-cultivation,36000,1266586,0.02842,4.5563
8164,married even a dare not send friends circle why do you say love her # fast film and television hot plan # love apartment 5 # kiwi good drama must see,13000,382619,0.03398,4.114
8165,# Wait for flowers to bloom,202000,2350000,0.08596,5.3054
8166,[Original God] five-star role key life seat ranking! Qualitative change  Key! # Original God # Assemble Photosynthetic creator # Original God Walkthrough,12000,424778,0.02825,4.0792
8167,# Summer hit # funny # Skinhead strong Skinhead strong really can do anything ah come on,10000,751360,0.01331,4.0
8168,yeah ~ deer bump,43000,236764,0.18162,4.6335
8169,don't be too arrogant,48000,2990947,0.01605,4.6813
8170,# Food hunter TORIKO # anime commentary super nourishing,26000,1239081,0.02098,4.415
8171,there are ten ancient beasts inside the teenager,35000,921000,0.038,4.5441
8172,lovely mermaid Rimbo line,75000,1167000,0.06427,4.8751
8173,the boy impulse to protect the girl in prison,56000,5976000,0.00937,4.7482
8174,席维安准备找钟玉算账，没想到大姐回来了，秒怂#传家 #快手影视新热计划,31000,1027248,0.03018,4.4914
8175,he is all the eyes of the waste,86000,1893000,0.04543,4.9345
8176,scientists found an ice coffin,10000,567000,0.01764,4.0
8177,do you dare challenge the dreaded scorpion water slide? First View takes you there! # Quickhand Barrage # Photosynthetic Creators Conference 2022 # FirstView,227000,8742512,0.02597,5.356
8178,# Ultraman # Quickhands 2 Yuan # Student Party,50000,1058353,0.04724,4.699
8179,mom boiled a piece of bacon by two children stole half # country life # country story,11000,842081,0.01306,4.0414
8180,The Simpsons: Monkey Mo bid for a thousand horse warehouse,17000,635432,0.02675,4.2305
8181,Mini World: When the player is the BOSS's baby! Quetzal is harsh and ruthless? The Stone Giant father loves # Mini-world # Mini-World Survival # Mini-world animation,17000,388696,0.04374,4.2305
8182,a 40-year-old woman and a neighbor man rubbed off a spark,16000,2566502,0.00623,4.2041
8183,thank the little babies for accompanying you all the way ❤️ Good evening!,36000,1357000,0.02653,4.5563
8184,a man mistakenly drank tiger whip wine,47000,2875000,0.01635,4.6721
8185,two lizard monsters actually like to eat tea # terror # thriller # suspense # movie commentary,10000,1064464,0.00939,4.0
8186,this is a movie that can't fall asleep until the end! # Hedgehog Grace (paragraph 1/3) # Fast Entertainment StarShine Project # 8 # High Burning Good Film season,44000,1186000,0.0371,4.6435
8187,Doraemon: Bumbling Nobita actually has a knife skill comparable to a chef! # Doraemon # boyhood cartoons,27000,902066,0.02993,4.4314
8188,# Evanseldar He captured four Germans and a tank with an axe... # Fighting Nation # USSR,12000,332000,0.03614,4.0792
8189,cheating men who play with women's feelings righteous words,32000,2988000,0.01071,4.5052
8190,# Shandong Jinan # grandpa yesterday a man in Shandong,17000,276000,0.06159,4.2305
8191,think good-looking girl,50000,1183000,0.04227,4.699
8192,rural women for the first time into the city,54000,5419079,0.00996,4.7324
8193,all things have spirit,12000,2006344,0.00598,4.0792
8194,he strongly let him strong,200000,7298000,0.0274,5.301
8195,Lao beauty married to China before and after the view of China,37000,564000,0.0656,4.5682
8196,this is Mad Dog Dian Wei glory big brawl,33000,836000,0.03947,4.5185
8197,Episode 10: The flowers were arch by the pigs # Gathering it Photosynthesis creator # Sea King game # many videos,36000,3346000,0.01076,4.5563
8198,Spirit guy eat is strong # everyday foodie,36000,2045187,0.0176,4.5563
8199,# Yuan song source dream new skin want to experience the happiness of Yuan song ~# Wang Scout plan # Yuan song new skin inadvertent,268000,6261359,0.0428,5.4281
8200,Lu Dehua use Ying Zhenghao to take 12.2 ratings,10000,381410,0.02622,4.0
8201,the fifth paragraph # film and television commentary # highlights # good drama recommendation,12000,574000,0.02091,4.0792
8202,you protect me for a while,20000,692000,0.0289,4.3011
8203,# cloud read exclusive topic # fifth personality # fifth propaganda film throne:,126000,911000,0.13831,5.1004
8204,40 degrees high temperature relatives to work at home,10000,598836,0.0167,4.0
8205,fast Aite your friends shoot together! # McLaren # Locomotives,88000,460000,0.1913,4.9445
8206,European and American plastic surgery # European beauty makeup tutorial # European and American makeup # Chinese eyes after contact with European beauty makeup,31000,732418,0.04233,4.4914
8207,people rely on clothes is reasonable drop ~# Kimminie # Zhou Jieqiong # Song Qian,157000,1711000,0.09176,5.1959
8208,Master officially accepted me as a disciple,14000,404000,0.03465,4.1462
8209,Cuckoos kill all their siblings at birth too hard to get more food # Cuckoos nest # Animalworld # Documentary commentary,77000,6486598,0.01187,4.8865
8210,social floor tiles → Wang Jianguo has no Zhisheng Guangzhi wechat! # What to do! Talk show special,11000,663000,0.01659,4.0414
8211,the mare defends the child against one and ten! Never underestimate the power of motherly love # animals # Animalworld # Fantastic Beasts is here,26000,4553000,0.00571,4.415
8212,Zhuge Liang can calculate Pang Tong's death,24000,3221000,0.00745,4.3802
8214,funny moments from Lin Miaomiao! # Boypie # Zhao Jinmai,49000,1949597,0.02513,4.6902
8215,Ceiling of Superpowers,715000,12676000,0.05641,5.8543
